variant_id,bug_type,op,a,b,expected_c,actual_c,expected_flags,actual_flags,mismatch_c,mismatch_flags
clean,NONE,4,254,170,84,84,0,0,0,0
clean,NONE,3,254,85,255,255,0,0,0,0
clean,NONE,2,128,0,0,0,0,0,0,0
clean,NONE,2,128,1,0,0,0,0,0,0
clean,NONE,1,128,255,129,129,0,0,0,0
clean,NONE,1,128,254,130,130,0,0,0,0
clean,NONE,1,128,128,0,0,0,0,0,0
clean,NONE,3,128,127,255,255,0,0,0,0
clean,NONE,4,128,64,192,192,0,0,0,0
clean,NONE,0,128,63,191,191,0,0,0,0
clean,NONE,2,128,170,128,128,0,0,0,0
clean,NONE,2,128,85,0,0,0,0,0,0
clean,NONE,1,127,0,127,127,0,0,0,0
clean,NONE,4,127,1,126,126,0,0,0,0
clean,NONE,2,127,255,127,127,0,0,0,0
clean,NONE,3,127,254,255,255,0,0,0,0
clean,NONE,0,127,128,255,255,0,0,0,0
clean,NONE,1,127,127,0,0,0,0,0,0
clean,NONE,4,127,64,63,63,0,0,0,0
clean,NONE,1,127,63,64,64,0,0,0,0
clean,NONE,1,127,170,213,213,0,0,0,0
clean,NONE,1,127,85,42,42,0,0,0,0
clean,NONE,1,64,0,64,64,0,0,0,0
clean,NONE,3,64,1,65,65,0,0,0,0
clean,NONE,0,64,255,63,63,0,0,0,0
clean,NONE,3,64,254,254,254,0,0,0,0
clean,NONE,4,64,128,192,192,0,0,0,0
clean,NONE,0,64,127,191,191,0,0,0,0
clean,NONE,1,64,64,0,0,0,0,0,0
clean,NONE,3,64,63,127,127,0,0,0,0
clean,NONE,0,64,170,234,234,0,0,0,0
clean,NONE,4,64,85,21,21,0,0,0,0
clean,NONE,2,63,0,0,0,0,0,0,0
clean,NONE,4,63,1,62,62,0,0,0,0
clean,NONE,1,63,255,64,64,0,0,0,0
clean,NONE,0,63,254,61,61,0,0,0,0
clean,NONE,4,63,128,191,191,0,0,0,0
clean,NONE,4,63,127,64,64,0,0,0,0
clean,NONE,3,63,64,127,127,0,0,0,0
clean,NONE,1,63,63,0,0,0,0,0,0
clean,NONE,1,63,170,149,149,0,0,0,0
clean,NONE,0,63,85,148,148,0,0,0,0
clean,NONE,1,170,0,170,170,0,0,0,0
clean,NONE,2,170,1,0,0,0,0,0,0
clean,NONE,1,170,255,171,171,0,0,0,0
clean,NONE,1,170,254,172,172,0,0,0,0
clean,NONE,4,170,128,42,42,0,0,0,0
clean,NONE,1,170,127,43,43,0,0,0,0
clean,NONE,1,170,64,106,106,0,0,0,0
clean,NONE,2,170,63,42,42,0,0,0,0
clean,NONE,4,170,170,0,0,0,0,0,0
clean,NONE,4,170,85,255,255,0,0,0,0
clean,NONE,3,85,0,85,85,0,0,0,0
clean,NONE,0,85,1,86,86,0,0,0,0
clean,NONE,4,85,255,170,170,0,0,0,0
clean,NONE,4,85,254,171,171,0,0,0,0
clean,NONE,4,85,128,213,213,0,0,0,0
clean,NONE,1,85,127,214,214,0,0,0,0
clean,NONE,4,85,64,21,21,0,0,0,0
clean,NONE,0,85,63,148,148,0,0,0,0
clean,NONE,0,85,170,255,255,0,0,0,0
clean,NONE,3,85,85,85,85,0,0,0,0
clean,NONE,2,56,49,48,48,0,0,0,0
clean,NONE,4,187,31,164,164,0,0,0,0
clean,NONE,3,64,114,114,114,0,0,0,0
clean,NONE,0,1,32,33,33,0,0,0,0
clean,NONE,3,11,108,111,111,0,0,0,0
clean,NONE,4,143,56,183,183,0,0,0,0
clean,NONE,2,138,195,130,130,0,0,0,0
clean,NONE,0,125,11,136,136,0,0,0,0
clean,NONE,1,0,74,182,182,0,0,0,0
clean,NONE,1,247,154,93,93,0,0,0,0
clean,NONE,4,160,176,16,16,0,0,0,0
clean,NONE,4,56,20,44,44,0,0,0,0
clean,NONE,4,202,75,129,129,0,0,0,0
clean,NONE,0,138,61,199,199,0,0,0,0
clean,NONE,3,234,193,235,235,0,0,0,0
clean,NONE,4,42,62,20,20,0,0,0,0
clean,NONE,2,248,254,248,248,0,0,0,0
clean,NONE,2,45,25,9,9,0,0,0,0
clean,NONE,1,248,121,127,127,0,0,0,0
clean,NONE,4,186,123,193,193,0,0,0,0
clean,NONE,0,176,34,210,210,0,0,0,0
clean,NONE,4,171,12,167,167,0,0,0,0
clean,NONE,3,216,182,254,254,0,0,0,0
clean,NONE,0,158,197,99,99,0,0,0,0
clean,NONE,0,196,238,178,178,0,0,0,0
clean,NONE,2,123,62,58,58,0,0,0,0
clean,NONE,0,240,134,118,118,0,0,0,0
clean,NONE,0,177,127,48,48,0,0,0,0
clean,NONE,2,243,93,81,81,0,0,0,0
clean,NONE,4,66,167,229,229,0,0,0,0
clean,NONE,1,119,161,214,214,0,0,0,0
clean,NONE,4,98,35,65,65,0,0,0,0
clean,NONE,1,39,63,232,232,0,0,0,0
clean,NONE,4,95,113,46,46,0,0,0,0
clean,NONE,4,121,179,202,202,0,0,0,0
clean,NONE,1,38,6,32,32,0,0,0,0
clean,NONE,0,236,210,190,190,0,0,0,0
clean,NONE,2,170,155,138,138,0,0,0,0
clean,NONE,2,50,208,16,16,0,0,0,0
clean,NONE,1,52,127,181,181,0,0,0,0
clean,NONE,4,67,77,14,14,0,0,0,0
clean,NONE,0,159,11,170,170,0,0,0,0
clean,NONE,1,195,166,29,29,0,0,0,0
clean,NONE,3,177,200,249,249,0,0,0,0
clean,NONE,4,125,53,72,72,0,0,0,0
clean,NONE,4,100,90,62,62,0,0,0,0
clean,NONE,2,170,160,160,160,0,0,0,0
clean,NONE,1,146,93,53,53,0,0,0,0
clean,NONE,3,128,122,250,250,0,0,0,0
clean,NONE,2,252,18,16,16,0,0,0,0
clean,NONE,2,129,253,129,129,0,0,0,0
clean,NONE,4,177,200,121,121,0,0,0,0
clean,NONE,3,226,214,246,246,0,0,0,0
clean,NONE,0,227,198,169,169,0,0,0,0
clean,NONE,3,106,223,255,255,0,0,0,0
clean,NONE,2,228,212,196,196,0,0,0,0
clean,NONE,4,142,204,66,66,0,0,0,0
clean,NONE,3,181,251,255,255,0,0,0,0
clean,NONE,3,50,191,191,191,0,0,0,0
clean,NONE,2,221,184,152,152,0,0,0,0
clean,NONE,4,135,189,58,58,0,0,0,0
clean,NONE,1,227,218,9,9,0,0,0,0
clean,NONE,4,212,118,162,162,0,0,0,0
clean,NONE,1,123,197,182,182,0,0,0,0
clean,NONE,3,153,192,217,217,0,0,0,0
clean,NONE,2,79,1,1,1,0,0,0,0
clean,NONE,0,218,94,56,56,0,0,0,0
clean,NONE,4,43,45,6,6,0,0,0,0
clean,NONE,0,36,144,180,180,0,0,0,0
clean,NONE,1,193,197,252,252,0,0,0,0
clean,NONE,3,200,58,250,250,0,0,0,0
clean,NONE,4,95,93,2,2,0,0,0,0
clean,NONE,4,163,86,245,245,0,0,0,0
clean,NONE,1,189,97,92,92,0,0,0,0
clean,NONE,0,252,51,47,47,0,0,0,0
clean,NONE,2,132,243,128,128,0,0,0,0
clean,NONE,0,247,2,249,249,0,0,0,0
clean,NONE,2,79,136,8,8,0,0,0,0
clean,NONE,4,97,68,37,37,0,0,0,0
clean,NONE,1,153,231,178,178,0,0,0,0
clean,NONE,3,11,95,95,95,0,0,0,0
clean,NONE,0,135,131,10,10,0,0,0,0
clean,NONE,2,113,24,16,16,0,0,0,0
clean,NONE,1,229,222,7,7,0,0,0,0
clean,NONE,4,18,130,144,144,0,0,0,0
clean,NONE,4,50,130,176,176,0,0,0,0
clean,NONE,1,237,33,204,204,0,0,0,0
clean,NONE,1,214,71,143,143,0,0,0,0
clean,NONE,2,8,147,0,0,0,0,0,0
clean,NONE,2,118,238,102,102,0,0,0,0
clean,NONE,2,217,141,137,137,0,0,0,0
clean,NONE,4,36,25,61,61,0,0,0,0
clean,NONE,1,16,74,198,198,0,0,0,0
clean,NONE,1,255,205,50,50,0,0,0,0
clean,NONE,2,140,71,4,4,0,0,0,0
clean,NONE,4,182,127,201,201,0,0,0,0
clean,NONE,0,158,233,135,135,0,0,0,0
clean,NONE,0,250,128,122,122,0,0,0,0
clean,NONE,4,213,123,174,174,0,0,0,0
clean,NONE,4,163,75,232,232,0,0,0,0
clean,NONE,1,25,48,233,233,0,0,0,0
clean,NONE,0,150,181,75,75,0,0,0,0
clean,NONE,2,113,21,17,17,0,0,0,0
clean,NONE,4,127,155,228,228,0,0,0,0
clean,NONE,4,115,210,161,161,0,0,0,0
clean,NONE,2,55,195,3,3,0,0,0,0
clean,NONE,1,69,236,89,89,0,0,0,0
clean,NONE,2,180,248,176,176,0,0,0,0
clean,NONE,3,197,250,255,255,0,0,0,0
clean,NONE,2,192,201,192,192,0,0,0,0
clean,NONE,0,66,35,101,101,0,0,0,0
clean,NONE,3,175,74,239,239,0,0,0,0
clean,NONE,2,74,58,10,10,0,0,0,0
clean,NONE,1,76,133,199,199,0,0,0,0
clean,NONE,4,45,90,119,119,0,0,0,0
clean,NONE,1,35,189,102,102,0,0,0,0
clean,NONE,2,131,3,3,3,0,0,0,0
clean,NONE,0,8,193,201,201,0,0,0,0
clean,NONE,2,203,130,130,130,0,0,0,0
clean,NONE,0,80,107,187,187,0,0,0,0
clean,NONE,1,148,100,48,48,0,0,0,0
clean,NONE,3,39,255,255,255,0,0,0,0
clean,NONE,1,34,125,165,165,0,0,0,0
clean,NONE,1,110,192,174,174,0,0,0,0
clean,NONE,2,144,155,144,144,0,0,0,0
clean,NONE,4,145,208,65,65,0,0,0,0
clean,NONE,1,56,255,57,57,0,0,0,0
clean,NONE,0,64,238,46,46,0,0,0,0
clean,NONE,1,218,110,108,108,0,0,0,0
clean,NONE,2,10,218,10,10,0,0,0,0
clean,NONE,3,146,221,223,223,0,0,0,0
clean,NONE,3,25,32,57,57,0,0,0,0
clean,NONE,2,110,194,66,66,0,0,0,0
clean,NONE,0,29,163,192,192,0,0,0,0
clean,NONE,4,63,91,100,100,0,0,0,0
clean,NONE,3,48,109,125,125,0,0,0,0
clean,NONE,1,106,147,215,215,0,0,0,0
clean,NONE,3,154,117,255,255,0,0,0,0
clean,NONE,4,158,56,166,166,0,0,0,0
clean,NONE,2,8,118,0,0,0,0,0,0
clean,NONE,4,155,242,105,105,0,0,0,0
clean,NONE,0,91,93,184,184,0,0,0,0
clean,NONE,4,238,93,179,179,0,0,0,0
clean,NONE,3,139,195,203,203,0,0,0,0
clean,NONE,0,243,22,9,9,0,0,0,0
clean,NONE,3,147,28,159,159,0,0,0,0
clean,NONE,1,183,132,51,51,0,0,0,0
clean,NONE,1,108,74,34,34,0,0,0,0
clean,NONE,4,114,93,47,47,0,0,0,0
clean,NONE,0,74,66,140,140,0,0,0,0
clean,NONE,1,161,129,32,32,0,0,0,0
clean,NONE,2,13,77,13,13,0,0,0,0
clean,NONE,2,145,62,16,16,0,0,0,0
clean,NONE,4,254,250,4,4,0,0,0,0
clean,NONE,1,119,35,84,84,0,0,0,0
clean,NONE,0,52,41,93,93,0,0,0,0
clean,NONE,1,60,150,166,166,0,0,0,0
clean,NONE,2,186,229,160,160,0,0,0,0
clean,NONE,3,252,152,252,252,0,0,0,0
clean,NONE,1,207,69,138,138,0,0,0,0
clean,NONE,0,87,105,192,192,0,0,0,0
clean,NONE,1,50,82,224,224,0,0,0,0
clean,NONE,0,104,222,70,70,0,0,0,0
clean,NONE,3,254,17,255,255,0,0,0,0
clean,NONE,4,233,150,127,127,0,0,0,0
clean,NONE,2,163,69,1,1,0,0,0,0
clean,NONE,4,147,137,26,26,0,0,0,0
clean,NONE,0,69,50,119,119,0,0,0,0
clean,NONE,4,166,165,3,3,0,0,0,0
clean,NONE,0,97,36,133,133,0,0,0,0
clean,NONE,4,253,31,226,226,0,0,0,0
clean,NONE,3,149,0,149,149,0,0,0,0
clean,NONE,4,106,54,92,92,0,0,0,0
clean,NONE,0,155,214,113,113,0,0,0,0
clean,NONE,0,210,181,135,135,0,0,0,0
clean,NONE,1,230,121,109,109,0,0,0,0
clean,NONE,0,105,179,28,28,0,0,0,0
clean,NONE,2,207,159,143,143,0,0,0,0
clean,NONE,3,115,139,251,251,0,0,0,0
clean,NONE,4,67,93,30,30,0,0,0,0
clean,NONE,0,132,165,41,41,0,0,0,0
clean,NONE,4,253,189,64,64,0,0,0,0
clean,NONE,1,116,40,76,76,0,0,0,0
clean,NONE,3,180,205,253,253,0,0,0,0
clean,NONE,1,237,220,17,17,0,0,0,0
clean,NONE,3,124,77,125,125,0,0,0,0
clean,NONE,3,36,154,190,190,0,0,0,0
clean,NONE,2,128,68,0,0,0,0,0,0
clean,NONE,2,118,22,22,22,0,0,0,0
clean,NONE,0,19,163,182,182,0,0,0,0
clean,NONE,1,146,97,49,49,0,0,0,0
clean,NONE,1,94,111,239,239,0,0,0,0
clean,NONE,2,0,188,0,0,0,0,0,0
clean,NONE,4,65,168,233,233,0,0,0,0
clean,NONE,1,9,95,170,170,0,0,0,0
clean,NONE,3,229,120,253,253,0,0,0,0
clean,NONE,4,246,96,150,150,0,0,0,0
clean,NONE,2,252,231,228,228,0,0,0,0
clean,NONE,3,219,68,223,223,0,0,0,0
clean,NONE,0,217,136,97,97,0,0,0,0
clean,NONE,3,77,97,109,109,0,0,0,0
clean,NONE,0,89,77,166,166,0,0,0,0
clean,NONE,0,186,109,39,39,0,0,0,0
clean,NONE,1,97,125,228,228,0,0,0,0
clean,NONE,2,161,160,160,160,0,0,0,0
clean,NONE,0,51,85,136,136,0,0,0,0
clean,NONE,0,109,168,21,21,0,0,0,0
clean,NONE,1,33,135,154,154,0,0,0,0
clean,NONE,1,157,51,106,106,0,0,0,0
clean,NONE,0,118,183,45,45,0,0,0,0
clean,NONE,1,187,155,32,32,0,0,0,0
clean,NONE,4,220,118,170,170,0,0,0,0
clean,NONE,1,51,99,208,208,0,0,0,0
clean,NONE,0,55,239,38,38,0,0,0,0
clean,NONE,2,120,83,80,80,0,0,0,0
clean,NONE,4,79,254,177,177,0,0,0,0
clean,NONE,0,160,28,188,188,0,0,0,0
clean,NONE,2,172,96,32,32,0,0,0,0
clean,NONE,2,96,77,64,64,0,0,0,0
clean,NONE,3,73,235,235,235,0,0,0,0
clean,NONE,0,145,228,117,117,0,0,0,0
clean,NONE,0,119,254,117,117,0,0,0,0
clean,NONE,3,44,96,108,108,0,0,0,0
clean,NONE,3,164,236,236,236,0,0,0,0
clean,NONE,0,83,78,161,161,0,0,0,0
clean,NONE,4,7,125,122,122,0,0,0,0
clean,NONE,4,5,169,172,172,0,0,0,0
clean,NONE,2,116,162,32,32,0,0,0,0
clean,NONE,1,31,236,51,51,0,0,0,0
clean,NONE,1,121,195,182,182,0,0,0,0
clean,NONE,1,160,59,101,101,0,0,0,0
clean,NONE,4,107,110,5,5,0,0,0,0
clean,NONE,0,219,9,228,228,0,0,0,0
clean,NONE,3,120,132,252,252,0,0,0,0
clean,NONE,1,233,234,255,255,0,0,0,0
clean,NONE,3,193,73,201,201,0,0,0,0
clean,NONE,1,9,86,179,179,0,0,0,0
clean,NONE,4,202,110,164,164,0,0,0,0
clean,NONE,0,212,102,58,58,0,0,0,0
clean,NONE,1,238,152,86,86,0,0,0,0
clean,NONE,3,135,241,247,247,0,0,0,0
clean,NONE,3,97,6,103,103,0,0,0,0
clean,NONE,4,194,179,113,113,0,0,0,0
clean,NONE,1,32,253,35,35,0,0,0,0
clean,NONE,0,66,228,38,38,0,0,0,0
clean,NONE,2,27,134,2,2,0,0,0,0
clean,NONE,0,66,39,105,105,0,0,0,0
clean,NONE,0,23,65,88,88,0,0,0,0
clean,NONE,1,210,2,208,208,0,0,0,0
clean,NONE,1,128,34,94,94,0,0,0,0
clean,NONE,2,40,121,40,40,0,0,0,0
clean,NONE,2,80,52,16,16,0,0,0,0
clean,NONE,4,121,77,52,52,0,0,0,0
clean,NONE,2,154,118,18,18,0,0,0,0
clean,NONE,4,54,67,117,117,0,0,0,0
clean,NONE,1,194,140,54,54,0,0,0,0
clean,NONE,2,126,227,98,98,0,0,0,0
clean,NONE,4,63,61,2,2,0,0,0,0
clean,NONE,3,98,197,231,231,0,0,0,0
clean,NONE,3,194,213,215,215,0,0,0,0
clean,NONE,4,246,159,105,105,0,0,0,0
clean,NONE,0,165,231,140,140,0,0,0,0
clean,NONE,0,141,124,9,9,0,0,0,0
clean,NONE,1,39,9,30,30,0,0,0,0
clean,NONE,1,243,222,21,21,0,0,0,0
clean,NONE,4,82,213,135,135,0,0,0,0
clean,NONE,1,53,234,75,75,0,0,0,0
clean,NONE,3,231,37,231,231,0,0,0,0
clean,NONE,1,62,194,124,124,0,0,0,0
clean,NONE,1,110,214,152,152,0,0,0,0
clean,NONE,4,40,26,50,50,0,0,0,0
clean,NONE,0,45,33,78,78,0,0,0,0
clean,NONE,0,137,198,79,79,0,0,0,0
clean,NONE,4,87,95,8,8,0,0,0,0
clean,NONE,0,29,125,154,154,0,0,0,0
clean,NONE,1,52,181,127,127,0,0,0,0
clean,NONE,4,194,252,62,62,0,0,0,0
clean,NONE,2,31,100,4,4,0,0,0,0
clean,NONE,1,31,65,222,222,0,0,0,0
clean,NONE,3,198,122,254,254,0,0,0,0
clean,NONE,0,225,215,184,184,0,0,0,0
clean,NONE,4,47,177,158,158,0,0,0,0
clean,NONE,4,192,97,161,161,0,0,0,0
clean,NONE,3,94,180,254,254,0,0,0,0
clean,NONE,1,22,108,170,170,0,0,0,0
clean,NONE,3,37,158,191,191,0,0,0,0
clean,NONE,3,154,33,187,187,0,0,0,0
clean,NONE,0,234,52,30,30,0,0,0,0
clean,NONE,1,1,88,169,169,0,0,0,0
clean,NONE,1,106,150,212,212,0,0,0,0
clean,NONE,2,174,122,42,42,0,0,0,0
clean,NONE,3,157,188,189,189,0,0,0,0
clean,NONE,4,56,48,8,8,0,0,0,0
clean,NONE,4,167,197,98,98,0,0,0,0
clean,NONE,1,192,48,144,144,0,0,0,0
clean,NONE,1,243,133,110,110,0,0,0,0
clean,NONE,4,214,198,16,16,0,0,0,0
clean,NONE,0,29,172,201,201,0,0,0,0
clean,NONE,1,27,249,34,34,0,0,0,0
clean,NONE,4,144,253,109,109,0,0,0,0
clean,NONE,3,171,124,255,255,0,0,0,0
clean,NONE,1,59,185,130,130,0,0,0,0
clean,NONE,2,7,183,7,7,0,0,0,0
clean,NONE,3,163,66,227,227,0,0,0,0
clean,NONE,4,149,182,35,35,0,0,0,0
clean,NONE,1,219,154,65,65,0,0,0,0
clean,NONE,0,243,9,252,252,0,0,0,0
clean,NONE,4,14,51,61,61,0,0,0,0
clean,NONE,1,139,73,66,66,0,0,0,0
clean,NONE,2,194,16,0,0,0,0,0,0
clean,NONE,2,14,11,10,10,0,0,0,0
clean,NONE,4,22,245,227,227,0,0,0,0
clean,NONE,1,123,32,91,91,0,0,0,0
clean,NONE,3,184,229,253,253,0,0,0,0
clean,NONE,0,252,71,67,67,0,0,0,0
clean,NONE,0,43,124,167,167,0,0,0,0
clean,NONE,0,146,45,191,191,0,0,0,0
clean,NONE,2,182,99,34,34,0,0,0,0
clean,NONE,3,134,197,199,199,0,0,0,0
clean,NONE,1,175,203,228,228,0,0,0,0
clean,NONE,1,189,55,134,134,0,0,0,0
clean,NONE,2,84,120,80,80,0,0,0,0
clean,NONE,1,41,137,160,160,0,0,0,0
clean,NONE,3,232,44,236,236,0,0,0,0
clean,NONE,3,168,52,188,188,0,0,0,0
clean,NONE,0,195,170,109,109,0,0,0,0
clean,NONE,4,96,50,82,82,0,0,0,0
clean,NONE,3,56,3,59,59,0,0,0,0
clean,NONE,3,1,13,13,13,0,0,0,0
clean,NONE,3,92,199,223,223,0,0,0,0
clean,NONE,4,57,109,84,84,0,0,0,0
clean,NONE,0,204,3,207,207,0,0,0,0
clean,NONE,4,189,21,168,168,0,0,0,0
clean,NONE,4,114,19,97,97,0,0,0,0
clean,NONE,0,106,209,59,59,0,0,0,0
clean,NONE,1,240,18,222,222,0,0,0,0
clean,NONE,3,197,69,197,197,0,0,0,0
clean,NONE,3,163,180,183,183,0,0,0,0
clean,NONE,4,121,35,90,90,0,0,0,0
clean,NONE,1,61,84,233,233,0,0,0,0
clean,NONE,3,33,75,107,107,0,0,0,0
clean,NONE,3,184,77,253,253,0,0,0,0
clean,NONE,2,182,193,128,128,0,0,0,0
clean,NONE,3,102,230,230,230,0,0,0,0
clean,NONE,3,175,230,239,239,0,0,0,0
clean,NONE,0,86,33,119,119,0,0,0,0
clean,NONE,1,141,106,35,35,0,0,0,0
clean,NONE,3,104,102,110,110,0,0,0,0
clean,NONE,3,212,80,212,212,0,0,0,0
clean,NONE,0,181,181,106,106,0,0,0,0
clean,NONE,3,174,19,191,191,0,0,0,0
clean,NONE,3,19,64,83,83,0,0,0,0
clean,NONE,4,190,103,217,217,0,0,0,0
clean,NONE,2,231,157,133,133,0,0,0,0
clean,NONE,2,230,57,32,32,0,0,0,0
clean,NONE,0,210,167,121,121,0,0,0,0
clean,NONE,2,79,32,0,0,0,0,0,0
clean,NONE,4,137,237,100,100,0,0,0,0
clean,NONE,4,207,95,144,144,0,0,0,0
clean,NONE,0,55,41,96,96,0,0,0,0
clean,NONE,1,81,6,75,75,0,0,0,0
clean,NONE,3,232,173,237,237,0,0,0,0
clean,NONE,3,181,75,255,255,0,0,0,0
clean,NONE,4,7,223,216,216,0,0,0,0
clean,NONE,0,8,35,43,43,0,0,0,0
clean,NONE,2,136,14,8,8,0,0,0,0
clean,NONE,0,255,48,47,47,0,0,0,0
clean,NONE,3,92,92,92,92,0,0,0,0
clean,NONE,0,68,3,71,71,0,0,0,0
clean,NONE,4,160,8,168,168,0,0,0,0
clean,NONE,0,24,173,197,197,0,0,0,0
clean,NONE,0,61,35,96,96,0,0,0,0
clean,NONE,1,0,254,2,2,0,0,0,0
clean,NONE,4,27,233,242,242,0,0,0,0
clean,NONE,3,237,75,239,239,0,0,0,0
clean,NONE,4,22,138,156,156,0,0,0,0
clean,NONE,1,3,43,216,216,0,0,0,0
clean,NONE,4,70,159,217,217,0,0,0,0
clean,NONE,1,63,50,13,13,0,0,0,0
clean,NONE,3,203,182,255,255,0,0,0,0
clean,NONE,4,244,207,59,59,0,0,0,0
clean,NONE,2,50,92,16,16,0,0,0,0
clean,NONE,2,199,164,132,132,0,0,0,0
clean,NONE,2,241,25,17,17,0,0,0,0
clean,NONE,4,238,192,46,46,0,0,0,0
clean,NONE,2,127,27,27,27,0,0,0,0
clean,NONE,2,25,226,0,0,0,0,0,0
clean,NONE,0,205,221,170,170,0,0,0,0
clean,NONE,0,38,71,109,109,0,0,0,0
clean,NONE,4,150,133,19,19,0,0,0,0
clean,NONE,1,106,202,160,160,0,0,0,0
clean,NONE,0,171,109,24,24,0,0,0,0
clean,NONE,4,82,114,32,32,0,0,0,0
clean,NONE,2,54,95,22,22,0,0,0,0
clean,NONE,2,122,149,16,16,0,0,0,0
clean,NONE,0,236,205,185,185,0,0,0,0
clean,NONE,3,22,12,30,30,0,0,0,0
clean,NONE,2,241,17,17,17,0,0,0,0
clean,NONE,3,198,54,246,246,0,0,0,0
clean,NONE,2,98,51,34,34,0,0,0,0
clean,NONE,2,178,253,176,176,0,0,0,0
clean,NONE,0,26,92,118,118,0,0,0,0
clean,NONE,1,122,44,78,78,0,0,0,0
clean,NONE,1,171,105,66,66,0,0,0,0
clean,NONE,1,241,110,131,131,0,0,0,0
clean,NONE,2,18,205,0,0,0,0,0,0
clean,NONE,2,59,145,17,17,0,0,0,0
clean,NONE,1,7,117,146,146,0,0,0,0
clean,NONE,2,185,57,57,57,0,0,0,0
clean,NONE,0,192,64,0,0,0,0,0,0
clean,NONE,3,218,192,218,218,0,0,0,0
clean,NONE,3,188,9,189,189,0,0,0,0
clean,NONE,1,191,6,185,185,0,0,0,0
clean,NONE,4,45,176,157,157,0,0,0,0
clean,NONE,4,129,136,9,9,0,0,0,0
clean,NONE,2,147,98,2,2,0,0,0,0
clean,NONE,1,216,154,62,62,0,0,0,0
clean,NONE,2,144,40,0,0,0,0,0,0
clean,NONE,4,95,10,85,85,0,0,0,0
clean,NONE,4,9,31,22,22,0,0,0,0
clean,NONE,2,236,152,136,136,0,0,0,0
clean,NONE,4,90,131,217,217,0,0,0,0
clean,NONE,3,100,123,127,127,0,0,0,0
clean,NONE,3,57,91,123,123,0,0,0,0
clean,NONE,0,196,21,217,217,0,0,0,0
clean,NONE,4,184,237,85,85,0,0,0,0
clean,NONE,2,59,83,19,19,0,0,0,0
clean,NONE,0,13,138,151,151,0,0,0,0
clean,NONE,1,150,84,66,66,0,0,0,0
clean,NONE,3,23,116,119,119,0,0,0,0
clean,NONE,3,39,194,231,231,0,0,0,0
clean,NONE,3,116,189,253,253,0,0,0,0
clean,NONE,0,251,203,198,198,0,0,0,0
clean,NONE,3,61,97,125,125,0,0,0,0
clean,NONE,3,76,218,222,222,0,0,0,0
clean,NONE,4,117,57,76,76,0,0,0,0
clean,NONE,3,254,63,255,255,0,0,0,0
clean,NONE,1,145,199,202,202,0,0,0,0
clean,NONE,0,107,54,161,161,0,0,0,0
clean,NONE,2,46,2,2,2,0,0,0,0
clean,NONE,4,33,191,158,158,0,0,0,0
clean,NONE,2,114,25,16,16,0,0,0,0
clean,NONE,2,198,17,0,0,0,0,0,0
clean,NONE,2,26,224,0,0,0,0,0,0
clean,NONE,2,210,223,210,210,0,0,0,0
clean,NONE,3,132,48,180,180,0,0,0,0
clean,NONE,0,204,14,218,218,0,0,0,0
clean,NONE,4,103,103,0,0,0,0,0,0
clean,NONE,0,171,106,21,21,0,0,0,0
clean,NONE,1,218,169,49,49,0,0,0,0
clean,NONE,3,164,212,244,244,0,0,0,0
clean,NONE,4,213,145,68,68,0,0,0,0
clean,NONE,3,211,204,223,223,0,0,0,0
clean,NONE,0,39,56,95,95,0,0,0,0
clean,NONE,3,234,46,238,238,0,0,0,0
